epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
48,598.732,0,38.9552,0,0,0,0,0,0,26.9791,0,0.0005347,0.0005347,0.0005347
49,611.068,0,38.8892,0,0,0,0,0,0,26.9662,0,0.0005248,0.0005248,0.0005248
50,623.554,0,38.5143,0,0,0,0,0,0,26.9662,0,0.0005149,0.0005149,0.0005149
51,635.578,0,38.669,0,0,0,0,0,0,26.9662,0,0.000505,0.000505,0.000505
52,648.005,0,38.6335,0,0,0,0,0,0,26.9605,0,0.0004951,0.0004951,0.0004951
53,660.178,0,38.3548,0,0,0,0,0,0,26.9605,0,0.0004852,0.0004852,0.0004852
54,672.855,0,38.2458,0,0,0,0,0,0,26.9605,0,0.0004753,0.0004753,0.0004753
55,685.021,0,38.1212,0,0,0,0,0,0,26.9155,0,0.0004654,0.0004654,0.0004654
56,697.55,0,38.0169,0,0,0,0,0,0,26.9155,0,0.0004555,0.0004555,0.0004555
57,710.093,0,38.1171,0,0,0,0,0,0,26.9273,0,0.0004456,0.0004456,0.0004456
58,723.073,0,37.8518,0,0,0,0,0,0,26.9273,0,0.0004357,0.0004357,0.0004357
59,735.634,0,37.7931,0,0,0,0,0,0,26.9273,0,0.0004258,0.0004258,0.0004258
60,747.754,0,37.7518,0,0,0,0,0,0,27.0059,0,0.0004159,0.0004159,0.0004159
61,761.499,0,37.5926,0,0,0,0,0,0,27.0059,0,0.000406,0.000406,0.000406
62,774.364,0,37.5956,0,0,0,0,0,0,27.0059,0,0.0003961,0.0003961,0.0003961
63,786.588,0,37.533,0,0,0,0,0,0,27.0664,0,0.0003862,0.0003862,0.0003862
64,799.051,0,37.3831,0,0,0,0,0,0,27.0664,0,0.0003763,0.0003763,0.0003763
65,811.477,0,37.3545,0,0,0,0,0,0,27.1219,0,0.0003664,0.0003664,0.0003664
66,823.612,0,37.2563,0,0,0,0,0,0,27.1219,0,0.0003565,0.0003565,0.0003565
67,835.927,0,37.7646,0,0,0,0,0,0,27.1219,0,0.0003466,0.0003466,0.0003466
68,848.436,0,37.7005,0,0,0,0,0,0,27.3635,0,0.0003367,0.0003367,0.0003367
69,860.722,0,36.9743,0,0,0,0,0,0,27.3635,0,0.0003268,0.0003268,0.0003268
70,872.845,0,37.0996,0,0,0,0,0,0,27.3635,0,0.0003169,0.0003169,0.0003169
71,885.302,0,36.9139,0,0,0,0,0,0,27.4146,0,0.000307,0.000307,0.000307
72,897.75,0,36.852,0,0,0,0,0,0,27.4146,0,0.0002971,0.0002971,0.0002971
73,910.049,0,37.0183,0,0,0,0,0,0,27.4333,0,0.0002872,0.0002872,0.0002872
74,922.45,0,36.8472,0,0,0,0,0,0,27.4333,0,0.0002773,0.0002773,0.0002773
75,934.827,0,36.7202,0,0,0,0,0,0,27.4333,0,0.0002674,0.0002674,0.0002674
76,947.013,0,36.6373,0,0,0,0,0,0,27.3846,0,0.0002575,0.0002575,0.0002575
77,959.358,0,36.6035,0,0,0,0,0,0,27.3846,0,0.0002476,0.0002476,0.0002476
78,972.266,0,36.6475,0,0,0,0,0,0,27.3846,0,0.0002377,0.0002377,0.0002377
79,984.574,0,36.5996,0,0,0,0,0,0,27.3685,0,0.0002278,0.0002278,0.0002278
80,997.272,0,36.5554,0,0,0,0,0,0,27.3685,0,0.0002179,0.0002179,0.0002179
81,1009.94,0,36.5518,0,0,0,0,0,0,27.3352,0,0.000208,0.000208,0.000208
82,1022.15,0,36.3352,0,0,0,0,0,0,27.3352,0,0.0001981,0.0001981,0.0001981
83,1034.26,0,36.403,0,0,0,0,0,0,27.3352,0,0.0001882,0.0001882,0.0001882
84,1046.88,0,36.4326,0,0,0,0,0,0,27.3517,0,0.0001783,0.0001783,0.0001783
85,1059.34,0,36.2309,0,0,0,0,0,0,27.3517,0,0.0001684,0.0001684,0.0001684
86,1071.51,0,36.2574,0,0,0,0,0,0,27.3517,0,0.0001585,0.0001585,0.0001585
87,1084.01,0,36.3153,0,0,0,0,0,0,27.3592,0,0.0001486,0.0001486,0.0001486
88,1096.3,0,36.2382,0,0,0,0,0,0,27.3592,0,0.0001387,0.0001387,0.0001387
89,1108.53,0,36.3152,0,0,0,0,0,0,27.3646,0,0.0001288,0.0001288,0.0001288
90,1120.99,0,36.1355,0,0,0,0,0,0,27.3646,0,0.0001189,0.0001189,0.0001189
91,1133.32,0,36.2382,0,0,0,0,0,0,27.3646,0,0.000109,0.000109,0.000109
92,1145.63,0,36.3021,0,0,0,0,0,0,27.312,0,9.91e-05,9.91e-05,9.91e-05
93,1157.95,0,36.2614,0,0,0,0,0,0,27.312,0,8.92e-05,8.92e-05,8.92e-05
94,1169.98,0,36.2443,0,0,0,0,0,0,27.312,0,7.93e-05,7.93e-05,7.93e-05
95,1182.08,0,36.1657,0,0,0,0,0,0,27.1315,0,6.94e-05,6.94e-05,6.94e-05
96,1194.24,0,36.1256,0,0,0,0,0,0,27.1315,0,5.95e-05,5.95e-05,5.95e-05
97,1206.3,0,36.1831,0,0,0,0,0,0,27.0197,0,4.96e-05,4.96e-05,4.96e-05
98,1221.2,0,36.1319,0,0,0,0,0,0,27.0197,0,3.97e-05,3.97e-05,3.97e-05
99,1236.03,0,36.0737,0,0,0,0,0,0,27.0197,0,2.98e-05,2.98e-05,2.98e-05
100,1248.21,0,36.1242,0,0,0,0,0,0,26.9478,0,1.99e-05,1.99e-05,1.99e-05
